record_type,members,member_count,persistence_neighbor_score
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""eta"", ""omega_782"", ""proton"", ""rho_770"", ""tau"", ""top""]",13,0.0002
cluster,"[""Ds_plus"", ""Lambda"", ""electron"", ""pi0""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""eta"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",12,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus"", ""neutron"", ""phi_1020"", ""proton""]",6,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Lambda"", ""pi0"", ""proton""]",5,0.0002
cluster,"[""J_psi"", ""K_short"", ""muon""]",3,0.0002
cluster,"[""D0"", ""Upsilon_1S"", ""Xi_minus"", ""pi_plus""]",4,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""neutron"", ""pi0""]",7,0.0002
cluster,"[""J_psi"", ""K_short"", ""electron"", ""muon""]",4,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Lambda"", ""W"", ""Z"", ""neutron"", ""pi0""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""electron"", ""eta"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",11,0.0002
cluster,"[""Higgs"", ""J_psi"", ""K_short"", ""muon""]",4,0.0002
cluster,"[""D0"", ""Upsilon_1S"", ""Xi_minus"", ""pi_plus"", ""proton""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""K_short"", ""Omega_minus"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""omega_782"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",18,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""K_short"", ""Omega_minus"", ""eta"", ""muon"", ""omega_782"", ""proton"", ""rho_770"", ""tau"", ""top""]",14,0.0002
cluster,"[""J_psi"", ""Xi_minus"", ""pi_plus""]",3,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""neutron"", ""pi0""]",12,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""neutron"", ""pi0"", ""proton""]",14,0.0002
cluster,"[""Ds_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""pi0"", ""proton""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""eta"", ""muon"", ""tau""]",8,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""K_short"", ""Xi_minus"", ""neutron"", ""omega_782"", ""pi_plus"", ""rho_770"", ""top""]",10,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""W"", ""Z"", ""pi0""]",8,0.0002
cluster,"[""Higgs"", ""K_short"", ""Xi_minus"", ""omega_782"", ""pi_plus"", ""rho_770"", ""top""]",7,0.0002
cluster,"[""D0"", ""J_psi"", ""electron"", ""neutron""]",4,0.0002
cluster,"[""Lambda"", ""Upsilon_1S"", ""proton""]",3,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""K_short"", ""Xi_minus"", ""electron"", ""neutron"", ""omega_782"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""electron"", ""muon"", ""phi_1020"", ""proton"", ""tau""]",11,0.0002
cluster,"[""Sigma_plus"", ""W"", ""Z"", ""electron"", ""pi0"", ""proton""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""muon"", ""phi_1020"", ""tau""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""pi_plus"", ""tau""]",13,0.0002
cluster,"[""Ds_plus"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""pi0"", ""proton""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""Xi_minus"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""pi_plus"", ""tau""]",14,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""electron"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",13,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""muon"", ""neutron"", ""phi_1020"", ""pi_plus"", ""tau""]",14,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""electron"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",12,0.0002
cluster,"[""K_short"", ""phi_1020"", ""pi_plus"", ""tau""]",4,0.0002
cluster,"[""Xi_minus"", ""eta"", ""proton""]",3,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""omega_782"", ""rho_770"", ""top""]",9,0.0002
cluster,"[""K_short"", ""phi_1020"", ""pi_plus"", ""proton"", ""tau""]",5,0.0002
cluster,"[""Xi_minus"", ""electron"", ""eta""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""pi_plus"", ""proton"", ""tau""]",18,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""omega_782"", ""rho_770"", ""top""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""electron"", ""muon"", ""neutron"", ""pi0"", ""pi_plus"", ""proton"", ""tau""]",16,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""omega_782"", ""rho_770"", ""top""]",11,0.0002
cluster,"[""D0"", ""K_long"", ""K_plus"", ""Lambda""]",4,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""Delta_1232"", ""K_short"", ""Xi_minus"", ""pi_plus"", ""tau""]",5,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""omega_782"", ""rho_770"", ""top""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""W"", ""Z"", ""muon"", ""neutron"", ""pi0""]",10,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""electron"", ""omega_782"", ""top""]",7,0.0002
cluster,"[""Upsilon_1S"", ""neutron"", ""rho_770""]",3,0.0002
cluster,"[""Delta_1232"", ""Xi_minus"", ""proton""]",3,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""neutron"", ""omega_782"", ""rho_770"", ""top""]",10,0.0002
cluster,"[""K_short"", ""W"", ""Z"", ""pi_plus"", ""proton"", ""tau""]",6,0.0002
cluster,"[""D0"", ""K_long"", ""K_plus"", ""Lambda"", ""electron"", ""eta"", ""phi_1020""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus""]",4,0.0002
cluster,"[""K_short"", ""W"", ""Xi_minus"", ""Z"", ""pi_plus"", ""tau""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""proton""]",5,0.0002
cluster,"[""K_short"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""pi_plus"", ""tau""]",7,0.0002
cluster,"[""Higgs"", ""Sigma_plus"", ""neutron""]",3,0.0002
cluster,"[""J_psi"", ""omega_782"", ""top""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""Upsilon_1S"", ""muon"", ""pi0"", ""proton"", ""rho_770""]",10,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""Sigma_plus"", ""neutron""]",4,0.0002
cluster,"[""J_psi"", ""omega_782"", ""proton"", ""top""]",4,0.0002
cluster,"[""Omega_minus"", ""Upsilon_1S"", ""muon"", ""rho_770""]",4,0.0002
cluster,"[""Ds_plus"", ""Sigma_plus"", ""neutron"", ""proton""]",4,0.0002
cluster,"[""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""rho_770"", ""top""]",7,0.0002
cluster,"[""K_short"", ""W"", ""Xi_minus"", ""Z"", ""tau""]",5,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_long"", ""K_plus"", ""Lambda""]",5,0.0002
cluster,"[""Ds_plus"", ""eta"", ""neutron"", ""phi_1020"", ""proton""]",5,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_long"", ""K_plus"", ""Lambda"", ""proton""]",6,0.0002
cluster,"[""Ds_plus"", ""Sigma_plus"", ""eta"", ""neutron"", ""phi_1020""]",5,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""neutron"", ""phi_1020"", ""proton""]",13,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""pi0"", ""pi_plus"", ""rho_770"", ""top""]",13,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""eta"", ""neutron"", ""phi_1020""]",13,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""pi0"", ""pi_plus"", ""rho_770"", ""top""]",14,0.0002
cluster,"[""K_short"", ""Xi_minus"", ""proton"", ""tau""]",4,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Sigma_plus"", ""electron"", ""eta"", ""phi_1020""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",13,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Sigma_plus"", ""eta"", ""phi_1020"", ""proton""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""J_psi"", ""K_short"", ""Upsilon_1S"", ""Xi_minus"", ""omega_782"", ""pi0"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",14,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Sigma_plus"", ""eta"", ""proton""]",5,0.0002
cluster,"[""D0"", ""W"", ""Z"", ""proton""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",21,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon"", ""phi_1020""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""Upsilon_1S"", ""Xi_minus"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",18,0.0002
cluster,"[""Delta_1232"", ""electron"", ""eta"", ""muon"", ""phi_1020""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""pi_plus""]",7,0.0002
cluster,"[""K_short"", ""Upsilon_1S"", ""Xi_minus"", ""neutron"", ""omega_782"", ""pi0"", ""proton"", ""tau"", ""top""]",9,0.0002
cluster,"[""Delta_1232"", ""electron"", ""eta"", ""muon""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""pi_plus"", ""proton""]",8,0.0002
cluster,"[""K_short"", ""Upsilon_1S"", ""Xi_minus"", ""neutron"", ""omega_782"", ""pi0"", ""tau"", ""top""]",8,0.0002
cluster,"[""Ds_plus"", ""Sigma_plus"", ""W"", ""Z"", ""electron""]",5,0.0002
cluster,"[""Delta_1232"", ""Omega_minus"", ""eta"", ""muon"", ""phi_1020""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""K_short"", ""Upsilon_1S"", ""Xi_minus"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""tau"", ""top""]",15,0.0002
cluster,"[""K_plus"", ""Lambda"", ""rho_770""]",3,0.0002
cluster,"[""D0"", ""K_plus"", ""Lambda"", ""electron"", ""rho_770""]",5,0.0002
cluster,"[""Ds_plus"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon"", ""proton""]",7,0.0002
cluster,"[""Ds_plus"", ""Sigma_plus"", ""W"", ""Z"", ""muon"", ""proton""]",6,0.0002
cluster,"[""Ds_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""K_short"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""neutron"", ""phi_1020"", ""pi_plus"", ""proton""]",17,0.0002
cluster,"[""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""omega_782"", ""pi0"", ""tau"", ""top""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""neutron"", ""omega_782"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton"", ""tau"", ""top""]",26,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Xi_minus"", ""phi_1020"", ""pi_plus""]",9,0.0002
cluster,"[""Omega_minus"", ""W"", ""Z"", ""eta"", ""neutron"", ""proton""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""neutron"", ""phi_1020"", ""pi_plus""]",14,0.0002
cluster,"[""D0"", ""electron"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""Ds_plus"", ""Sigma_plus"", ""muon"", ""proton"", ""rho_770""]",5,0.0002
cluster,"[""D0"", ""electron"", ""omega_782"", ""proton"", ""top""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton"", ""tau""]",22,0.0002
cluster,"[""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""electron"", ""pi0"", ""proton"", ""tau""]",9,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Sigma_plus"", ""muon"", ""neutron"", ""omega_782"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_long"", ""K_short"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""phi_1020"", ""pi_plus""]",13,0.0002
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Upsilon_1S"", ""electron"", ""phi_1020"", ""pi0"", ""proton"", ""tau""]",12,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""muon"", ""omega_782"", ""top""]",5,0.0002
cluster,"[""Ds_plus"", ""neutron"", ""rho_770""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_short"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""pi_plus""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""phi_1020"", ""proton"", ""tau""]",18,0.0002
cluster,"[""Sigma_plus"", ""muon"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_short"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""proton""]",12,0.0002
cluster,"[""Delta_1232"", ""Higgs"", ""K_plus"", ""Lambda"", ""phi_1020"", ""tau""]",6,0.0002
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""phi_1020"", ""pi0"", ""tau""]",8,0.0002
cluster,"[""electron"", ""pi_plus"", ""proton""]",3,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""neutron"", ""omega_782"", ""top""]",8,0.0002
cluster,"[""Omega_minus"", ""electron"", ""proton"", ""rho_770""]",4,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""neutron""]",5,0.0002
cluster,"[""Ds_plus"", ""electron"", ""omega_782"", ""proton"", ""top""]",5,0.0002
cluster,"[""Omega_minus"", ""pi_plus"", ""rho_770""]",3,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""neutron"", ""pi0"", ""proton""]",9,0.0002
cluster,"[""Ds_plus"", ""electron"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""muon"", ""neutron"", ""pi0"", ""proton""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""phi_1020"", ""tau""]",15,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""muon"", ""neutron"", ""phi_1020"", ""pi0"", ""proton""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""tau""]",13,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_short"", ""Xi_minus"", ""eta""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_short"", ""Xi_minus"", ""eta"", ""rho_770""]",9,0.0002
cluster,"[""K_plus"", ""Lambda"", ""W"", ""Z"", ""electron"", ""tau""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_short"", ""Xi_minus"", ""eta"", ""proton"", ""rho_770""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""proton"", ""rho_770"", ""tau""]",16,0.0002
cluster,"[""Lambda"", ""W"", ""Z"", ""tau""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Xi_minus"", ""electron"", ""eta"", ""rho_770""]",11,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_short"", ""Xi_minus"", ""electron"", ""rho_770""]",9,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""Sigma_plus"", ""phi_1020"", ""pi0"", ""proton""]",7,0.0002
cluster,"[""Ds_plus"", ""J_psi"", ""Upsilon_1S""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Xi_minus"", ""eta"", ""neutron"", ""rho_770"", ""tau""]",13,0.0002
cluster,"[""W"", ""Z"", ""muon"", ""proton""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Xi_minus"", ""omega_782"", ""rho_770"", ""top""]",11,0.0002
cluster,"[""Lambda"", ""eta"", ""neutron"", ""tau""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""proton"", ""rho_770"", ""tau"", ""top""]",19,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Xi_minus"", ""eta"", ""neutron"", ""omega_782"", ""proton"", ""rho_770"", ""tau"", ""top""]",16,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""phi_1020"", ""pi0"", ""pi_plus""]",11,0.0002
cluster,"[""W"", ""Z"", ""electron"", ""muon""]",4,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""muon"", ""phi_1020"", ""pi0"", ""pi_plus""]",15,0.0002
cluster,"[""eta"", ""rho_770"", ""tau""]",3,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""phi_1020"", ""pi0"", ""pi_plus""]",14,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""phi_1020"", ""pi0"", ""pi_plus""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Xi_minus"", ""neutron"", ""omega_782"", ""top""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Xi_minus"", ""proton""]",9,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""electron""]",3,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus""]",12,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""electron"", ""eta"", ""rho_770""]",5,0.0002
cluster,"[""D_plus"", ""Lambda"", ""electron""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""phi_1020""]",14,0.0002
cluster,"[""omega_782"", ""proton"", ""tau"", ""top""]",4,0.0002
cluster,"[""Ds_plus"", ""Omega_minus"", ""W"", ""Z"", ""neutron"", ""pi0"", ""pi_plus"", ""rho_770""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""phi_1020"", ""pi0""]",16,0.0002
cluster,"[""Ds_plus"", ""Omega_minus"", ""neutron"", ""pi_plus"", ""rho_770""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""phi_1020"", ""pi0"", ""proton""]",19,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""phi_1020"", ""proton""]",17,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""eta"", ""neutron""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""phi_1020"", ""proton""]",14,0.0002
cluster,"[""D0"", ""eta"", ""neutron""]",3,0.0002
cluster,"[""D0"", ""electron"", ""eta"", ""neutron""]",4,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""electron"", ""eta"", ""neutron"", ""omega_782"", ""top""]",7,0.0002
cluster,"[""Sigma_plus"", ""electron"", ""neutron"", ""omega_782"", ""top""]",5,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""eta"", ""neutron"", ""omega_782"", ""top""]",6,0.0002
cluster,"[""D0"", ""Sigma_plus"", ""eta"", ""neutron"", ""omega_782"", ""proton"", ""top""]",7,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Omega_minus"", ""Sigma_plus"", ""eta"", ""neutron"", ""omega_782"", ""pi_plus"", ""proton"", ""top""]",10,0.0002
