record_type,members,member_count,persistence_neighbor_score
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""Lambda"", ""Sigma_plus"", ""electron"", ""eta"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""rho_770""]",15,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""Sigma_plus"", ""electron"", ""eta"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""rho_770""]",16,0.0002
cluster,"[""Ds_plus"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""proton"", ""top""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""Sigma_plus"", ""eta"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770""]",16,0.0002
cluster,"[""Ds_plus"", ""K_plus"", ""K_short"", ""Omega_minus"", ""muon"", ""omega_782"", ""top""]",7,0.0002
cluster,"[""D_plus"", ""Lambda"", ""neutron"", ""pi_plus"", ""proton""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""eta"", ""muon"", ""omega_782"", ""phi_1020"", ""pi0"", ""rho_770"", ""top""]",20,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""electron"", ""eta"", ""muon"", ""omega_782"", ""phi_1020"", ""pi0"", ""rho_770"", ""top""]",17,0.0002
cluster,"[""D0"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""Omega_minus"", ""electron"", ""eta"", ""muon"", ""phi_1020"", ""pi0"", ""rho_770""]",13,0.0002
cluster,"[""K_long"", ""Upsilon_1S"", ""omega_782"", ""proton"", ""top""]",5,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Lambda"", ""W"", ""Z"", ""pi_plus"", ""tau""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Sigma_plus"", ""electron""]",5,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""Omega_minus"", ""eta"", ""muon"", ""phi_1020"", ""pi0"", ""proton"", ""rho_770""]",12,0.0002
cluster,"[""Upsilon_1S"", ""Xi_minus"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""pi_plus"", ""proton"", ""tau""]",13,0.0002
cluster,"[""Upsilon_1S"", ""Xi_minus"", ""neutron"", ""omega_782"", ""top""]",5,0.0002
cluster,"[""D_plus"", ""Lambda"", ""pi_plus"", ""proton"", ""tau""]",5,0.0002
cluster,"[""Upsilon_1S"", ""Xi_minus"", ""electron"", ""neutron"", ""omega_782"", ""top""]",6,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""rho_770""]",12,0.0002
cluster,"[""Upsilon_1S"", ""Xi_minus"", ""neutron"", ""omega_782"", ""proton"", ""top""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""Sigma_plus"", ""W"", ""Z"", ""muon""]",9,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""electron"", ""eta"", ""pi0"", ""proton""]",9,0.0002
cluster,"[""neutron"", ""phi_1020"", ""rho_770""]",3,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""K_long"", ""K_short"", ""pi0""]",5,0.0002
cluster,"[""J_psi"", ""eta"", ""neutron""]",3,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""K_long"", ""K_short"", ""neutron"", ""pi0""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Sigma_plus"", ""muon""]",5,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_plus"", ""Omega_minus"", ""W"", ""Z""]",6,0.0002
cluster,"[""Ds_plus"", ""K_long"", ""K_short"", ""neutron""]",4,0.0002
cluster,"[""D_plus"", ""Lambda"", ""Upsilon_1S"", ""electron"", ""omega_782"", ""pi_plus"", ""proton"", ""tau"", ""top""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""muon""]",4,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""neutron""]",10,0.0002
cluster,"[""Higgs"", ""J_psi"", ""Xi_minus"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""proton"", ""rho_770""]",9,0.0002
cluster,"[""D_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""omega_782"", ""pi_plus"", ""tau"", ""top""]",8,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""neutron"", ""proton""]",11,0.0002
cluster,"[""Higgs"", ""J_psi"", ""Xi_minus"", ""electron"", ""eta"", ""pi0""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""pi_plus"", ""tau"", ""top""]",12,0.0002
cluster,"[""D0"", ""K_plus"", ""Omega_minus"", ""neutron"", ""proton""]",5,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_short"", ""W"", ""Z"", ""electron""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""phi_1020"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",14,0.0002
cluster,"[""D0"", ""K_plus"", ""Omega_minus"", ""electron"", ""neutron""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""phi_1020"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",15,0.0002
cluster,"[""D0"", ""K_plus"", ""Omega_minus""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""muon"", ""neutron"", ""omega_782"", ""phi_1020"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",17,0.0002
cluster,"[""Xi_minus"", ""pi0"", ""proton""]",3,0.0002
cluster,"[""Higgs"", ""J_psi"", ""Lambda"", ""electron"", ""eta"", ""pi_plus""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""D_plus"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""neutron"", ""omega_782"", ""phi_1020"", ""rho_770"", ""tau"", ""top""]",17,0.0002
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""pi0"", ""pi_plus""]",11,0.0002
cluster,"[""D0"", ""K_long"", ""K_plus"", ""Omega_minus"", ""omega_782"", ""top""]",6,0.0002
cluster,"[""Delta_1232"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""pi0""]",6,0.0002
cluster,"[""D0"", ""K_long"", ""K_plus"", ""Omega_minus"", ""omega_782"", ""proton"", ""top""]",7,0.0002
cluster,"[""Delta_1232"", ""W"", ""Xi_minus"", ""Z"", ""pi0""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""muon"", ""neutron"", ""phi_1020"", ""proton"", ""rho_770"", ""tau""]",13,0.0002
cluster,"[""D0"", ""K_long"", ""K_short"", ""Omega_minus"", ""electron"", ""omega_782"", ""top""]",7,0.0002
cluster,"[""Delta_1232"", ""W"", ""Z"", ""pi0""]",4,0.0002
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""Sigma_plus"", ""eta"", ""muon"", ""neutron"", ""proton"", ""tau""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""electron"", ""omega_782"", ""phi_1020"", ""rho_770"", ""top""]",14,0.0002
cluster,"[""Delta_1232"", ""W"", ""Xi_minus"", ""Z"", ""pi0"", ""pi_plus"", ""proton""]",7,0.0002
cluster,"[""Higgs"", ""Lambda"", ""eta"", ""neutron""]",4,0.0002
cluster,"[""D_plus"", ""J_psi"", ""Sigma_plus"", ""muon"", ""tau""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Upsilon_1S"", ""electron"", ""phi_1020"", ""rho_770""]",11,0.0002
cluster,"[""Ds_plus"", ""K_short"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""Delta_1232"", ""Lambda"", ""W"", ""Z"", ""neutron"", ""pi0"", ""pi_plus""]",7,0.0002
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""electron"", ""eta"", ""muon"", ""tau""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Upsilon_1S"", ""phi_1020"", ""rho_770""]",10,0.0002
cluster,"[""Ds_plus"", ""K_short"", ""omega_782"", ""proton"", ""top""]",5,0.0002
cluster,"[""Delta_1232"", ""Lambda"", ""W"", ""Z"", ""electron"", ""neutron"", ""pi0"", ""pi_plus""]",8,0.0002
cluster,"[""D_plus"", ""Higgs"", ""J_psi"", ""Sigma_plus"", ""eta"", ""muon"", ""tau""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_plus""]",4,0.0002
cluster,"[""D0"", ""K_long"", ""Omega_minus"", ""Upsilon_1S"", ""phi_1020"", ""proton"", ""rho_770""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon"", ""pi0"", ""proton"", ""tau""]",17,0.0002
cluster,"[""D0"", ""K_long"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""phi_1020"", ""rho_770""]",7,0.0002
cluster,"[""Ds_plus"", ""Xi_minus"", ""electron"", ""omega_782"", ""top""]",5,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Higgs"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon"", ""pi0"", ""proton"", ""tau""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""J_psi"", ""K_plus""]",5,0.0002
cluster,"[""D0"", ""Ds_plus"", ""K_long"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""omega_782"", ""phi_1020"", ""rho_770"", ""top""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon"", ""pi0"", ""tau""]",16,0.0002
cluster,"[""D0"", ""Ds_plus"", ""K_long"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""electron"", ""phi_1020"", ""rho_770""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_plus"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""eta"", ""tau""]",14,0.0002
cluster,"[""K_short"", ""Upsilon_1S"", ""phi_1020""]",3,0.0002
cluster,"[""Ds_plus"", ""Xi_minus"", ""neutron"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",7,0.0002
cluster,"[""Lambda"", ""muon"", ""pi0""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""eta"", ""tau""]",16,0.0002
cluster,"[""K_short"", ""Upsilon_1S"", ""phi_1020"", ""proton""]",4,0.0002
cluster,"[""Ds_plus"", ""Xi_minus"", ""neutron"", ""rho_770""]",4,0.0002
cluster,"[""Lambda"", ""electron"", ""muon""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""pi0"", ""proton"", ""tau""]",17,0.0002
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""neutron"", ""phi_1020""]",4,0.0002
cluster,"[""D_plus"", ""Sigma_plus"", ""pi0"", ""proton"", ""tau""]",5,0.0002
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""phi_1020""]",3,0.0002
cluster,"[""Lambda"", ""electron"", ""muon"", ""omega_782"", ""pi_plus"", ""top""]",6,0.0002
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""phi_1020""]",5,0.0002
cluster,"[""Lambda"", ""muon"", ""omega_782"", ""proton"", ""top""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""pi0"", ""tau""]",15,0.0002
cluster,"[""D0"", ""J_psi"", ""K_short"", ""electron"", ""neutron""]",5,0.0002
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""Xi_minus"", ""phi_1020""]",4,0.0002
cluster,"[""pi_plus"", ""proton"", ""rho_770""]",3,0.0002
cluster,"[""Lambda"", ""muon"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""electron"", ""eta"", ""neutron""]",11,0.0002
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""Xi_minus"", ""phi_1020"", ""proton""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""omega_782"", ""pi0"", ""tau"", ""top""]",11,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""electron"", ""pi0"", ""tau""]",9,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""eta"", ""neutron"", ""proton""]",11,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""W"", ""Z"", ""eta"", ""neutron"", ""pi0"", ""proton"", ""tau""]",19,0.0002
cluster,"[""Ds_plus"", ""Upsilon_1S"", ""Xi_minus"", ""phi_1020"", ""pi_plus""]",5,0.0002
cluster,"[""Sigma_plus"", ""electron"", ""omega_782"", ""top""]",4,0.0002
cluster,"[""Lambda"", ""electron"", ""muon"", ""phi_1020""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""neutron"", ""omega_782"", ""pi0"", ""proton"", ""tau"", ""top""]",13,0.0002
cluster,"[""Upsilon_1S"", ""electron"", ""pi_plus""]",3,0.0002
cluster,"[""Lambda"", ""muon"", ""phi_1020"", ""proton""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""neutron"", ""omega_782"", ""pi0"", ""tau"", ""top""]",11,0.0002
cluster,"[""Ds_plus"", ""Xi_minus"", ""electron""]",3,0.0002
cluster,"[""Lambda"", ""Upsilon_1S"", ""muon"", ""phi_1020"", ""pi_plus"", ""proton""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Omega_minus"", ""neutron"", ""omega_782"", ""pi0"", ""tau"", ""top""]",12,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_short"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""proton""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Omega_minus"", ""neutron"", ""omega_782"", ""pi0"", ""rho_770"", ""tau"", ""top""]",13,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""W"", ""Xi_minus"", ""Z""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""electron"", ""neutron"", ""omega_782"", ""pi0"", ""proton"", ""rho_770"", ""tau"", ""top""]",16,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""W"", ""Xi_minus"", ""Z"", ""pi_plus""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Omega_minus"", ""electron"", ""omega_782"", ""pi0"", ""proton"", ""rho_770"", ""tau"", ""top""]",14,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""electron"", ""neutron"", ""omega_782"", ""phi_1020"", ""pi0"", ""proton"", ""rho_770"", ""tau"", ""top""]",17,0.0002
cluster,"[""Lambda"", ""Upsilon_1S"", ""electron"", ""neutron"", ""proton""]",5,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""muon"", ""neutron"", ""pi_plus"", ""proton""]",15,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""muon"", ""neutron"", ""pi_plus""]",13,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""D_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""omega_782"", ""phi_1020"", ""pi0"", ""rho_770"", ""tau"", ""top""]",17,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""Xi_minus"", ""eta"", ""muon"", ""pi_plus""]",6,0.0002
cluster,"[""Delta_1232"", ""J_psi"", ""Lambda"", ""W"", ""Z"", ""neutron""]",6,0.0002
cluster,"[""D0"", ""K_short"", ""electron"", ""omega_782"", ""pi0"", ""proton"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""phi_1020"", ""proton"", ""tau""]",8,0.0002
cluster,"[""D0"", ""K_short"", ""electron"", ""omega_782"", ""pi0"", ""rho_770"", ""top""]",7,0.0002
cluster,"[""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""muon"", ""neutron"", ""pi_plus""]",12,0.0002
cluster,"[""Delta_1232"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""proton""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""electron"", ""phi_1020"", ""tau""]",8,0.0002
cluster,"[""D0"", ""K_short"", ""omega_782"", ""pi0"", ""rho_770"", ""top""]",6,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""Xi_minus"", ""eta"", ""muon"", ""neutron"", ""pi_plus""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""phi_1020"", ""proton"", ""tau""]",19,0.0002
cluster,"[""D0"", ""Ds_plus"", ""K_short"", ""Xi_minus"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""rho_770"", ""top""]",12,0.0002
cluster,"[""Delta_1232"", ""J_psi"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron""]",9,0.0002
cluster,"[""D0"", ""Ds_plus"", ""K_short"", ""Xi_minus"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",13,0.0002
cluster,"[""Delta_1232"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Omega_minus"", ""tau""]",6,0.0002
cluster,"[""D0"", ""Ds_plus"", ""K_short"", ""Xi_minus"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",12,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus"", ""W"", ""Z""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""Upsilon_1S"", ""tau""]",8,0.0002
cluster,"[""D0"", ""Ds_plus"", ""K_short"", ""Lambda"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",15,0.0002
cluster,"[""J_psi"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""W"", ""Z""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""Upsilon_1S"", ""proton"", ""tau""]",9,0.0002
cluster,"[""Ds_plus"", ""Xi_minus"", ""electron"", ""muon"", ""omega_782"", ""pi_plus"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""J_psi"", ""K_long"", ""K_plus"", ""Omega_minus"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""proton"", ""tau""]",15,0.0002
cluster,"[""D0"", ""K_short"", ""electron"", ""neutron"", ""phi_1020"", ""pi0""]",6,0.0002
cluster,"[""Ds_plus"", ""Xi_minus"", ""muon"", ""omega_782"", ""pi_plus"", ""rho_770"", ""top""]",7,0.0002
cluster,"[""Xi_minus"", ""muon"", ""pi_plus""]",3,0.0002
cluster,"[""Ds_plus"", ""Lambda"", ""eta"", ""omega_782"", ""rho_770"", ""top""]",6,0.0002
cluster,"[""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""proton""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""tau""]",11,0.0002
cluster,"[""D0"", ""K_short"", ""Xi_minus"", ""muon"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus""]",8,0.0002
cluster,"[""Ds_plus"", ""Lambda"", ""eta"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",7,0.0002
cluster,"[""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Sigma_plus""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""neutron"", ""tau""]",11,0.0002
cluster,"[""D0"", ""Xi_minus"", ""muon"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton""]",7,0.0002
cluster,"[""Higgs"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""electron""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""neutron"", ""proton"", ""tau""]",12,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus"", ""electron"", ""eta"", ""omega_782"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""neutron"", ""proton"", ""tau""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""J_psi"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""neutron"", ""tau""]",11,0.0002
cluster,"[""D0"", ""Xi_minus"", ""electron"", ""muon"", ""phi_1020"", ""pi0"", ""pi_plus""]",7,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_short"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""muon"", ""pi_plus""]",10,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus"", ""eta"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""K_short"", ""Upsilon_1S"", ""W"", ""Z"", ""electron""]",5,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Xi_minus"", ""muon"", ""pi_plus""]",5,0.0002
cluster,"[""Ds_plus"", ""Lambda"", ""phi_1020"", ""proton""]",4,0.0002
cluster,"[""Ds_plus"", ""Lambda"", ""phi_1020""]",3,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus"", ""eta"", ""neutron"", ""omega_782"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""electron"", ""tau""]",9,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus""]",3,0.0002
cluster,"[""electron"", ""eta"", ""neutron"", ""omega_782"", ""rho_770"", ""top""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""tau""]",8,0.0002
cluster,"[""K_long"", ""K_plus"", ""Sigma_plus"", ""electron"", ""neutron""]",5,0.0002
cluster,"[""eta"", ""omega_782"", ""rho_770"", ""top""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""proton"", ""tau""]",9,0.0002
cluster,"[""Ds_plus"", ""Lambda"", ""pi0""]",3,0.0002
cluster,"[""K_long"", ""K_plus"", ""electron"", ""phi_1020""]",4,0.0002
