base,top_k,area,perimeter,symmetry_score,compactness,midpoint_angles_deg
6.508786610878661,6,2.244788654807398,5.783160659611535,0.03895692096997303,0.8434411932535322,"[22.97819189117952, 75.25399168468081, 108.49247709661753, 179.01446074316965, 199.4920361544287, 269.571688730013]"
6.712970711297071,3,0.9800522328014422,4.853848627556235,0.027787002416457686,0.522741078946159,"[4.489073356517889, 74.68286952947552, 247.16494278512042]"
6.712970711297071,4,1.7205121165431474,5.457466278742082,0.032414093353932326,0.7259145103543313,"[4.489073356517889, 74.68286952947552, 197.0602950732476, 247.16494278512042]"
6.712970711297071,5,2.0896159782298844,5.690978703944813,0.040042204308534744,0.8107788731647643,"[4.489073356517889, 74.68286952947552, 110.45030037179788, 197.0602950732476, 247.16494278512042]"
6.712970711297071,6,2.186550980615306,5.743111250305529,0.034508888087207944,0.8330575665820952,"[4.489073356517889, 48.91457854900189, 74.68286952947552, 110.45030037179788, 197.0602950732476, 247.16494278512042]"
6.9171548117154815,3,0.3716682196290253,3.5554975641841144,0.01165338756526043,0.36945752828971556,"[0.33381789125700084, 55.55301144013875, 302.77094788564114]"
6.9171548117154815,4,1.5368919179849203,5.276363411755818,0.028894244797006738,0.6937193213625947,"[0.33381789125700084, 55.55301144013875, 211.4274359862596, 302.77094788564114]"
6.9171548117154815,5,1.7512322461448768,5.397416193808235,0.028943752889086856,0.7554083726026936,"[0.33381789125700084, 55.55301144013875, 211.4274359862596, 253.85630329035482, 302.77094788564114]"
6.9171548117154815,6,2.201891250324584,5.740145841414555,0.04355136011734065,0.8397690725556762,"[0.33381789125700084, 55.55301144013875, 85.54324977675697, 211.4274359862596, 253.85630329035482, 302.77094788564114]"
7.121338912133891,3,0.8121631747490436,4.752879812532143,0.021175372874225586,0.4517929952193315,"[55.0501139049245, 215.79914727245574, 266.4621419970595]"
7.121338912133891,4,1.5040592684918097,5.236611235639004,0.027491774219128302,0.6892458309473438,"[55.0501139049245, 215.79914727245574, 266.4621419970595, 349.093030543909]"
7.121338912133891,5,1.5910716702062486,5.282943588551607,0.024538691756173365,0.7163869408378236,"[19.181698216608293, 55.0501139049245, 215.79914727245574, 266.4621419970595, 349.093030543909]"
7.121338912133891,6,2.1889791142945967,5.7418076212167435,0.035160758106925726,0.8343614056068734,"[19.181698216608293, 55.0501139049245, 174.7416177500946, 215.79914727245574, 266.4621419970595, 349.093030543909]"
7.325523012552301,3,0.5275948834804578,4.031715754708793,0.013978388541019217,0.4078783255193128,"[37.66266293006833, 263.47116960079717, 346.4242534740602]"
