particle_a,particle_b,tolerance_type,tolerance_value,base_count,connected_count,persistence_fraction,mean_distance,min_distance,max_distance,family_match,interaction_match,empirical_p_value,passes_threshold
B0,W,angular_close_deg,10.0,2009,130,0.06470881035340965,83.40092096343504,0.019557698667341583,179.9764216187565,False,True,0.0021995600879824036,True
B0,Z,angular_close_deg,10.0,2009,124,0.06172224987555998,83.43862823090286,0.05251165189957874,179.9714164057761,False,True,0.004199160167966407,True
B0,Higgs,angular_close_deg,10.0,2009,84,0.041811846689895474,92.29396947930792,0.1093580722930767,179.97833009452836,False,False,0.001799640071985603,True
B0,top,angular_close_deg,10.0,2009,114,0.05674464907914385,88.08181863502286,0.014288221651952426,179.8734363086873,False,True,0.0033993201359728054,True
Bs0,Upsilon_1S,angular_close_deg,10.0,2009,117,0.05823792931806869,84.64665056549539,0.0047281330466830696,179.88797464607552,True,False,0.003199360127974405,True
Bs0,W,angular_close_deg,10.0,2009,129,0.06421105027376804,83.3871189771395,0.03647702580329337,179.98770896234782,False,True,0.001799640071985603,True
Bs0,Z,angular_close_deg,10.0,2009,122,0.06072672971627675,83.49001269154034,0.02420296102292241,179.99561793834488,False,True,0.002999400119976005,True
Bs0,Higgs,angular_close_deg,10.0,2009,81,0.04031856645097063,92.46201704150387,0.20826908664855637,179.96222050922484,False,False,0.003199360127974405,True
Bs0,top,angular_close_deg,10.0,2009,115,0.057242409158785465,87.91476853863911,0.07412957946851861,179.97829658883728,False,True,0.002999400119976005,True
Upsilon_1S,W,angular_close_deg,10.0,2009,58,0.02887008461921354,100.67643507590398,0.09659717556027658,179.99456913164704,False,False,0.003599280143971206,True
Upsilon_1S,Z,angular_close_deg,10.0,2009,57,0.028372324539571926,101.93781976757653,0.09637615480272643,179.94477713923794,False,False,0.0027994401119776045,True
Upsilon_1S,Higgs,angular_close_deg,10.0,2009,28,0.013937282229965157,140.7693618082124,0.29178155086952984,179.98329670574282,False,True,0.00639872025594881,True
Upsilon_1S,top,angular_close_deg,10.0,2009,236,0.1174713787954206,74.80633713477187,0.026352050486707412,179.9676585091811,False,False,0.0033993201359728054,True
W,Z,angular_close_deg,10.0,2009,1771,0.8815331010452961,7.726392049412428,4.9233593148700265,105.63915338616187,True,True,0.022195560887822437,True
W,Higgs,angular_close_deg,10.0,2009,138,0.06869089099054256,73.21696768769064,0.05473886400491779,179.84046372858757,True,False,0.004399120175964807,True
W,top,angular_close_deg,10.0,2009,6,0.0029865604778496766,96.9986008403061,1.4845195639529436,179.8851557769517,False,True,0.013597280543891222,True
Z,Higgs,angular_close_deg,10.0,2009,142,0.070681931309109,72.17765912280947,0.08736934167222898,179.97180944558966,True,False,0.004199160167966407,True
Z,top,angular_close_deg,10.0,2009,6,0.0029865604778496766,102.00445624114478,1.1162812937002968,179.97902182086887,False,True,0.008998200359928014,True
Higgs,top,angular_close_deg,10.0,2009,83,0.041314086610253854,102.7937661771861,0.022782697892495207,179.9903536968221,False,False,0.004999000199960008,True
tau,D0,euclidean_close_percentile,10.0,2009,2009,1.0,0.22876725266250944,0.22876725266250503,0.22876725266250503,False,True,0.5170965806838632,False
tau,D_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.7956716883714026,0.7956716883714336,0.7956716883714336,False,True,0.5082983403319337,False
tau,Ds_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.3708332555600107,0.37083325556002933,0.37083325556002933,False,True,0.520495900819836,False
tau,B_plus,euclidean_close_percentile,10.0,2009,2009,1.0,1.51243585832026,1.512435858320272,1.512435858320272,False,True,0.48830233953209357,False
tau,B0,euclidean_close_percentile,10.0,2009,2009,1.0,1.4690354711959677,1.4690354711959448,1.4690354711959448,False,True,0.48410317936412717,False
tau,Bs0,euclidean_close_percentile,10.0,2009,2009,1.0,1.4767356442088113,1.4767356442088064,1.4767356442088064,False,True,0.4993001399720056,False
Lambda,Sigma_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.7077121557520873,0.7077121557521139,0.7077121557521139,True,True,0.5192961407718456,False
Lambda,Xi_minus,euclidean_close_percentile,10.0,2009,2009,1.0,0.2520324730045907,0.252032473004595,0.252032473004595,True,True,0.5124975004999001,False
Lambda,Omega_minus,euclidean_close_percentile,10.0,2009,2009,1.0,0.6258880758600974,0.6258880758601241,0.6258880758601241,True,True,0.5146970605878824,False
Lambda,K_short,euclidean_close_percentile,10.0,2009,2009,1.0,1.0032364395051583,1.0032364395051927,1.0032364395051927,False,True,0.520495900819836,False
Sigma_plus,Xi_minus,euclidean_close_percentile,10.0,2009,2009,1.0,0.4748581099722815,0.4748581099722987,0.4748581099722987,True,True,0.52749450109978,False
Sigma_plus,Omega_minus,euclidean_close_percentile,10.0,2009,2009,1.0,0.216987131662717,0.21698713166270553,0.21698713166270553,True,True,0.5152969406118776,False
Sigma_plus,K_short,euclidean_close_percentile,10.0,2009,2009,1.0,0.5046985919996149,0.5046985919996242,0.5046985919996242,False,True,0.5136972605478904,False
Xi_minus,Omega_minus,euclidean_close_percentile,10.0,2009,2009,1.0,0.3739001185242983,0.37390011852430927,0.37390011852430927,True,True,0.5126974605078984,False
Xi_minus,K_short,euclidean_close_percentile,10.0,2009,2009,1.0,0.8488986363465074,0.848898636346465,0.848898636346465,False,True,0.5198960207958409,False
Omega_minus,K_short,euclidean_close_percentile,10.0,2009,2009,1.0,0.7193731398366966,0.7193731398366814,0.7193731398366814,False,True,0.519496100779844,False
Delta_1232,rho_770,euclidean_close_percentile,10.0,2009,2009,1.0,0.37973994773835007,0.379739947738338,0.379739947738338,False,True,0.5160967806438712,False
Delta_1232,omega_782,euclidean_close_percentile,10.0,2009,2009,1.0,1.494069582879972,1.4940695828799344,1.4940695828799344,False,True,0.4517096580683863,False
pi_plus,K_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.6754442699586892,0.6754442699586957,0.6754442699586957,True,True,0.5086982603479304,False
pi_plus,K_long,euclidean_close_percentile,10.0,2009,2009,1.0,1.0515575733687135,1.0515575733687426,1.0515575733687426,True,True,0.508498300339932,False
K_plus,K_long,euclidean_close_percentile,10.0,2009,2009,1.0,0.8739000351744761,0.873900035174457,0.873900035174457,True,True,0.5056988602279544,False
omega_782,phi_1020,euclidean_close_percentile,10.0,2009,2009,1.0,0.5260323248499971,0.5260323248499826,0.5260323248499826,True,True,0.5226954609078185,False
D0,D_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.5678923173005744,0.5678923173005715,0.5678923173005715,True,True,0.520495900819836,False
D0,Ds_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.14242639349975958,0.14242639349975458,0.14242639349975458,True,True,0.5164967006598681,False
