base,from_entity,to_entity,from_theta_deg,to_theta_deg,gap_deg,gap_fraction,from_log10_N,to_log10_N,from_frequency_hz,to_frequency_hz,from_cycles,to_cycles
10,top,omega_782,50.00703705893419,59.878513935843905,9.871476876909712,0.02742076910252698,1.1389084362748172,1.1663292053773442,4.172482236141734e+25,1.892463460210182e+23,13.769191379267722,14.666591816628907
10,rho_770,pi_plus,330.2425190290269,339.7578748989683,9.515355869941395,0.026431544083170545,-0.08265966936381419,14.943771874719356,1.8745703398187536e+23,3.374797015335964e+22,0.8266855198600702,878560907002411.5
10,eta,Lambda,296.2185336109115,305.5676049341028,9.349071323191321,0.025969642564420335,4.82282926003031,13.84879890259473,1.3247244221471272e+23,2.6977094915770273e+23,66501.16599178579,70599057394570.8
10,J_psi,muon,260.7893294588874,269.7064611272022,8.917131668314825,0.024769810189763403,3.7244148040524654,16.74918461424223,7.488270883812783e+23,2.5548081529516867e+22,5301.695785739452,5.612865226160765e+16
10,Z,W,275.39855342283863,283.7631932193711,8.364639796532451,0.023235110545923476,0.7649959817301074,0.7882310922760309,2.204916030072395e+25,1.9433186099497117e+25,5.820978319391123,6.140886807441088
10,neutron,B_plus,108.02653805609083,115.32731487509757,7.300776819006755,0.020279935608352097,26.300073716822478,12.320353652430827,2.2718590824858967e+23,1.2765556584555537e+24,1.9956010180556114e+26,2090998168550.197
10,D0,B0,96.19108463084956,103.33830104795418,7.147216417104618,0.019853378936401714,11.267197457307917,12.287050836244319,4.509163058209639e+23,1.2766306161220584e+24,185010960278.34146,1936648644657.1626
10,D_plus,Higgs,240.95423611662974,246.66432329979955,5.710087183169787,0.015861353286582742,11.669317322546195,3.685178675832777,4.5208177663564874e+23,3.027322531090317e+25,467000475264.6251,4843.716049744508
10,muon,Z,269.7064611272022,275.39855342283863,5.6920922956364555,0.015811367487879043,16.74918461424223,0.7649959817301074,2.5548081529516867e+22,2.204916030072395e+25,5.612865226160765e+16,5.820978319391123
10,Sigma_plus,Ds_plus,130.62146260268895,135.92439042630184,5.302927823612876,0.014730355065591323,13.362837396118582,11.377567751184174,2.8758838648585384e+23,4.759449124657848e+23,23058836828435.76,238543590127.85135
