base,name,family,x,y,z
29.173221757322175,eta,meson,-0.0485771892870386,0.17947784802993033,4.82282926003031
29.173221757322175,rho_770,meson,0.0,-0.0,-0.08265966936381419
29.173221757322175,omega_782,meson,0.01353237483929121,-0.04536583610154034,1.1663292053773442
29.173221757322175,phi_1020,meson,0.05530058977909446,0.030393582675637503,1.582156678747984
29.173221757322175,D0,meson,-0.15584665456221808,-0.40097884062129685,11.267197457307917
29.173221757322175,D_plus,meson,0.4350108992434707,-0.09583357919771722,11.669317322546195
29.173221757322175,Ds_plus,meson,0.044520257353158434,-0.4320961492069278,11.377567751184174
29.173221757322175,J_psi,meson,-0.13923749960590598,-0.03789343478989873,3.7244148040524654
29.173221757322175,B_plus,meson,-0.3967557850175033,0.2521831323142987,12.320353652430827
29.173221757322175,B0,meson,-0.35585977487693277,0.30527044019384486,12.287050836244319
29.173221757322175,Bs0,meson,-0.3648477984234721,0.2948814690258959,12.293879496489762
29.173221757322175,Upsilon_1S,meson,0.16763203136603633,0.03682148444198373,4.445367569337434
29.173221757322175,W,boson,-0.032071115077820116,-0.007816361126644737,0.7882310922760309
29.173221757322175,Z,boson,-0.03181748875284005,-0.004464500653577733,0.7649959817301074
29.173221757322175,Higgs,boson,-0.1421371932947372,-0.013893004923671095,3.685178675832777
29.173221757322175,top,quark,0.007937751625508728,-0.04561632379165362,1.1389084362748172
29.377405857740584,muon,lepton,-0.5374249216962215,0.343805218330817,16.74918461424223
29.377405857740584,tau,lepton,-0.39541339804341213,-0.15224493027413882,11.09597171977255
29.377405857740584,neutron,baryon,0.8620743664399573,-0.5067817939973241,26.300073716822478
29.377405857740584,Lambda,baryon,-0.48289359993129877,0.21366521389717266,13.84879890259473
29.377405857740584,Sigma_plus,baryon,0.40722412026607374,0.30642087141253743,13.362837396118582
29.377405857740584,Xi_minus,baryon,-0.2951279107283307,0.431941695508176,13.719169493736818
29.377405857740584,Omega_minus,baryon,0.12663560699803436,0.4998408810317709,13.521150664275083
29.377405857740584,Delta_1232,baryon,0.006710859240832226,0.009409314775188466,0.22225309913704822
29.377405857740584,pi0,meson,-0.18704035123269774,0.16165097497615669,6.439541066697468
29.377405857740584,pi_plus,meson,0.24383854676147204,0.5147195918953645,14.943771874719356
29.377405857740584,K_plus,meson,-0.2893700153958902,0.5004827513190789,15.169617903259415
29.377405857740584,K_short,meson,0.35709177071201476,-0.34583243034922906,13.032361426487812
29.377405857740584,K_long,meson,0.020930611287379924,-0.6012389004406923,15.789274872247002
29.377405857740584,eta,meson,-0.040875149818043646,0.18138705405798958,4.82282926003031
29.377405857740584,rho_770,meson,0.0,-0.0,-0.08265966936381419
29.377405857740584,omega_782,meson,0.01306341712156552,-0.045503092060769794,1.1663292053773442
29.377405857740584,phi_1020,meson,0.055720709369116404,0.02961634084722422,1.582156678747984
29.377405857740584,D0,meson,-0.1949879995426436,-0.3834734546205157,11.267197457307917
29.377405857740584,D_plus,meson,0.4228143608737813,-0.1401662355967154,11.669317322546195
29.377405857740584,Ds_plus,meson,0.0008618562974773765,-0.434382772077772,11.377567751184174
29.377405857740584,J_psi,meson,-0.1404106019290968,-0.03328447930477049,3.7244148040524654
29.377405857740584,B_plus,meson,-0.366958779323495,0.29385836630274265,12.320353652430827
29.377405857740584,B0,meson,-0.32062978368469386,0.3420858998057527,12.287050836244319
